img_id,img_filename,y,place,split
130,images/2360495.jpg,1,1,0
131,images/2353801.jpg,1,1,0
132,images/2395152.jpg,1,1,0
133,images/2343962.jpg,1,1,0
134,images/2388298.jpg,1,1,0
135,images/4040.jpg,1,1,0
136,images/2336428.jpg,1,1,0
137,images/2330115.jpg,1,1,0
138,images/2330113.jpg,1,1,0
139,images/2330118.jpg,1,1,0
140,images/2378497.jpg,1,1,0
141,images/2317326.jpg,1,1,0
142,images/2362259.jpg,1,1,0
143,images/2337469.jpg,1,1,0
144,images/2366951.jpg,1,1,0
145,images/2366957.jpg,1,1,0
146,images/2327413.jpg,1,1,0
147,images/2363121.jpg,1,1,0
148,images/2325226.jpg,1,1,0
149,images/317.jpg,1,1,0
150,images/2346471.jpg,1,1,0
151,images/2297.jpg,1,1,0
152,images/498367.jpg,1,1,0
153,images/2323835.jpg,1,1,0
154,images/2350833.jpg,1,1,0
155,images/2361193.jpg,1,1,0
156,images/2338143.jpg,1,1,0
157,images/2333179.jpg,1,1,0
158,images/2749.jpg,1,1,0
159,images/2362752.jpg,1,1,0
160,images/2371885.jpg,1,1,0
161,images/1159298.jpg,1,1,0
162,images/1159291.jpg,1,1,0
163,images/2335526.jpg,1,1,0
164,images/2349510.jpg,1,1,0
165,images/2349519.jpg,1,1,0
166,images/2360602.jpg,1,1,0
167,images/2341077.jpg,1,1,0
168,images/2404861.jpg,1,1,0
169,images/2342186.jpg,1,1,0
170,images/2342181.jpg,1,1,0
171,images/2351685.jpg,1,1,0
172,images/2321633.jpg,1,1,0
173,images/2350151.jpg,1,1,0
174,images/2396734.jpg,1,1,0
175,images/2384799.jpg,1,1,0
176,images/2330461.jpg,1,1,0
177,images/2354812.jpg,1,1,0
178,images/2356414.jpg,1,1,0
179,images/61564.jpg,1,1,0
180,images/2382776.jpg,1,1,0
181,images/2328873.jpg,1,1,0
182,images/2387695.jpg,1,1,0
183,images/2363360.jpg,1,1,0
184,images/2416287.jpg,1,1,0
185,images/2396726.jpg,1,1,0
186,images/590.jpg,1,1,0
187,images/594.jpg,1,1,0
188,images/596.jpg,1,1,0
189,images/1593051.jpg,1,1,0
190,images/2387373.jpg,1,1,0
191,images/2360863.jpg,1,1,0
192,images/2360868.jpg,1,1,0
193,images/1592900.jpg,1,1,0
194,images/498166.jpg,1,1,0
195,images/498167.jpg,1,1,0
196,images/2340342.jpg,1,1,0
197,images/2406528.jpg,1,1,0
198,images/2331471.jpg,1,1,0
199,images/2317282.jpg,1,1,0
200,images/2352760.jpg,1,1,0
201,images/2328687.jpg,1,1,0
202,images/2356424.jpg,1,1,0
203,images/2316627.jpg,1,1,0
204,images/2389591.jpg,1,1,0
205,images/2389595.jpg,1,1,0
206,images/2325294.jpg,1,1,0
207,images/2382740.jpg,1,1,0
208,images/2396631.jpg,1,1,0
209,images/2413944.jpg,1,1,0
210,images/2464.jpg,1,1,0
211,images/2467.jpg,1,1,0
212,images/2341652.jpg,1,1,0
213,images/2394909.jpg,1,1,0
214,images/2345370.jpg,1,1,0
215,images/2352209.jpg,1,1,0
216,images/2415626.jpg,1,1,0
217,images/2344682.jpg,1,1,0
218,images/2389909.jpg,1,1,0
219,images/713240.jpg,1,1,0
220,images/3369.jpg,1,1,0
221,images/2348073.jpg,1,1,0
222,images/2345088.jpg,1,1,0
223,images/2348078.jpg,1,1,0
224,images/2332070.jpg,1,1,0
225,images/2332071.jpg,1,1,0
226,images/2381861.jpg,1,1,0
227,images/2386843.jpg,1,1,0
228,images/2337632.jpg,1,1,0
229,images/2336946.jpg,1,1,0
230,images/2403908.jpg,1,1,0
231,images/2403903.jpg,1,1,0
232,images/2385135.jpg,1,1,0
233,images/2347312.jpg,1,1,0
234,images/2381009.jpg,1,1,0
235,images/2381007.jpg,1,1,0
236,images/2332914.jpg,1,1,0
237,images/2372001.jpg,1,1,0
238,images/2366382.jpg,1,1,0
239,images/2367386.jpg,1,1,0
240,images/2367388.jpg,1,1,0
241,images/2402335.jpg,1,1,0
242,images/2367520.jpg,1,1,0
243,images/2379256.jpg,1,1,0
244,images/2416601.jpg,1,1,0
245,images/2416604.jpg,1,1,0
246,images/585.jpg,1,1,0
247,images/2386963.jpg,1,1,0
248,images/2333674.jpg,1,1,0
249,images/285987.jpg,1,1,0
250,images/2382848.jpg,1,1,0
251,images/754.jpg,1,1,0
252,images/2375202.jpg,1,1,0
253,images/2398804.jpg,1,1,0
254,images/2320791.jpg,1,1,0
255,images/2397752.jpg,1,1,0
256,images/2299.jpg,1,1,0
257,images/2342501.jpg,1,1,0
258,images/713855.jpg,1,1,0
259,images/4823.jpg,1,1,0
260,images/498229.jpg,1,1,0
261,images/2322385.jpg,1,1,0
262,images/2413742.jpg,1,1,0
263,images/2320467.jpg,1,1,0
264,images/713032.jpg,1,1,0
265,images/713033.jpg,1,1,0
266,images/713031.jpg,1,1,0
267,images/713036.jpg,1,1,0
268,images/1591823.jpg,1,1,0
269,images/2386149.jpg,1,1,0
270,images/2362051.jpg,1,1,0
271,images/2356812.jpg,1,1,0
272,images/2356813.jpg,1,1,0
273,images/2406958.jpg,1,1,0
274,images/2400.jpg,1,1,0
275,images/2388913.jpg,1,1,0
276,images/2377177.jpg,1,1,0
277,images/2322505.jpg,1,1,0
278,images/2322501.jpg,1,1,0
279,images/1600.jpg,1,1,0
280,images/1592701.jpg,1,1,0
281,images/2365821.jpg,1,1,0
282,images/3173.jpg,1,1,0
283,images/2339613.jpg,1,1,0
284,images/1160152.jpg,1,1,0
285,images/3176.jpg,1,1,0
286,images/2320930.jpg,1,1,0
287,images/2364699.jpg,1,1,0
288,images/2364692.jpg,1,1,0
289,images/2332622.jpg,1,1,0
290,images/2359128.jpg,1,1,0
291,images/2388730.jpg,1,1,0
292,images/2379734.jpg,1,1,0
293,images/713546.jpg,1,1,0
294,images/2409815.jpg,1,1,0
295,images/2342108.jpg,1,1,0
296,images/2365539.jpg,1,1,0
297,images/2342105.jpg,1,1,0
298,images/2392932.jpg,1,1,0
299,images/439.jpg,1,1,0
300,images/436.jpg,1,1,0
301,images/2371634.jpg,1,1,0
302,images/2354892.jpg,1,1,0
303,images/2375430.jpg,1,1,0
304,images/2391794.jpg,1,1,0
305,images/2356498.jpg,1,1,0
306,images/2333231.jpg,1,1,0
307,images/2344190.jpg,1,1,0
308,images/285975.jpg,1,1,0
309,images/2380648.jpg,1,1,0
310,images/712995.jpg,1,1,0
311,images/2367774.jpg,1,1,0
312,images/2382867.jpg,1,1,0
313,images/1592989.jpg,1,1,0
314,images/2360202.jpg,1,1,0
315,images/2360203.jpg,1,1,0
316,images/2321866.jpg,1,1,0
317,images/2331161.jpg,1,1,0
318,images/2331166.jpg,1,1,0
319,images/2331165.jpg,1,1,0
320,images/2401075.jpg,1,1,0
321,images/2331783.jpg,1,1,0
322,images/2335093.jpg,1,1,0
323,images/1592516.jpg,1,1,0
324,images/2356871.jpg,1,1,0
325,images/2407189.jpg,1,1,0
326,images/2323476.jpg,1,1,0
327,images/2316634.jpg,1,1,0
328,images/2403569.jpg,1,1,0
329,images/2356396.jpg,1,1,0
330,images/2403566.jpg,1,1,0
331,images/2357740.jpg,1,1,0
332,images/2320875.jpg,1,1,0
333,images/2315547.jpg,1,1,0
334,images/150464.jpg,1,1,0
335,images/150463.jpg,1,1,0
336,images/150468.jpg,1,1,0
337,images/2411795.jpg,1,1,0
338,images/1857.jpg,1,1,0
339,images/2394115.jpg,1,1,0
340,images/2348804.jpg,1,1,0
341,images/2377910.jpg,1,1,0
342,images/605.jpg,1,1,0
343,images/604.jpg,1,1,0
344,images/606.jpg,1,1,0
345,images/600.jpg,1,1,0
346,images/2398533.jpg,1,1,0
347,images/2398537.jpg,1,1,0
348,images/2368790.jpg,1,1,0
349,images/2404317.jpg,1,1,0
350,images/2350618.jpg,1,1,0
351,images/2396079.jpg,1,1,0
352,images/3855.jpg,1,1,0
353,images/2412864.jpg,1,1,0
354,images/2354918.jpg,1,1,0
355,images/2412753.jpg,1,1,0
356,images/2375663.jpg,1,1,0
357,images/2405603.jpg,1,1,0
358,images/2359867.jpg,1,1,0
359,images/2321106.jpg,1,1,0
360,images/2374535.jpg,1,1,0
361,images/713065.jpg,1,1,0
362,images/1592355.jpg,1,1,0
363,images/2403764.jpg,1,1,0
364,images/2401614.jpg,1,1,0
365,images/1159612.jpg,1,1,0
366,images/2336057.jpg,1,1,0
367,images/2404265.jpg,1,1,0
368,images/2378613.jpg,1,1,0
369,images/1592822.jpg,1,1,0
370,images/2335508.jpg,1,1,0
371,images/3183.jpg,1,1,0
372,images/2392457.jpg,1,1,0
373,images/2348335.jpg,1,1,0
374,images/2336737.jpg,1,1,0
375,images/2336736.jpg,1,1,0
376,images/2342076.jpg,1,1,0
377,images/2342078.jpg,1,1,0
378,images/2415286.jpg,1,1,0
379,images/880.jpg,1,1,0
380,images/887.jpg,1,1,0
381,images/2327646.jpg,1,1,0
382,images/2389166.jpg,1,1,0
383,images/2322033.jpg,1,1,0
384,images/285641.jpg,1,1,0
385,images/2416306.jpg,1,1,0
386,images/2367910.jpg,1,1,0
387,images/2367912.jpg,1,1,0
388,images/2326278.jpg,1,1,0
389,images/2351981.jpg,1,1,0
390,images/2395936.jpg,1,1,0
391,images/2334205.jpg,1,1,0
392,images/2352989.jpg,1,1,0
393,images/2414439.jpg,1,1,0
394,images/2379636.jpg,1,1,0
395,images/2388971.jpg,1,1,0
396,images/2348488.jpg,1,1,0
397,images/2411050.jpg,1,1,0
398,images/2402210.jpg,1,1,0
399,images/2369722.jpg,1,1,0
400,images/2316809.jpg,1,1,0
401,images/2344837.jpg,1,1,0
402,images/2375987.jpg,1,1,0
403,images/3130.jpg,1,1,0
404,images/2354038.jpg,1,1,0
405,images/2334206.jpg,1,1,0
406,images/2405391.jpg,1,1,0
407,images/2330519.jpg,1,1,0
408,images/2334579.jpg,1,1,0
409,images/2408148.jpg,1,1,0
410,images/2353137.jpg,1,1,0
411,images/2356306.jpg,1,1,0
412,images/2373980.jpg,1,1,0
413,images/2338437.jpg,1,1,0
414,images/2349632.jpg,1,1,0
415,images/2328980.jpg,1,1,0
416,images/2397038.jpg,1,1,0
417,images/2403130.jpg,1,1,0
418,images/2402844.jpg,1,1,0
419,images/2398557.jpg,1,1,0
420,images/2372167.jpg,1,1,0
421,images/2402269.jpg,1,1,0
422,images/2401408.jpg,1,1,0
423,images/2414632.jpg,1,1,0
424,images/2379113.jpg,1,1,0
425,images/2399899.jpg,1,1,0
426,images/2370472.jpg,1,1,0
427,images/3372.jpg,1,1,0
428,images/2415588.jpg,1,1,0
429,images/2371497.jpg,1,1,0
430,images/2395093.jpg,1,1,0
431,images/2376839.jpg,1,1,0
432,images/2355303.jpg,1,1,0
433,images/2372976.jpg,1,1,0
434,images/2361746.jpg,1,1,0
435,images/2318695.jpg,1,1,0
436,images/2353975.jpg,1,1,0
437,images/3714.jpg,1,1,0
438,images/3710.jpg,1,1,0
439,images/3712.jpg,1,1,0
440,images/2384554.jpg,1,1,0
441,images/2358513.jpg,1,1,0
442,images/2390138.jpg,1,1,0
443,images/2338641.jpg,1,1,0
444,images/2385347.jpg,1,1,0
445,images/2389878.jpg,1,1,0
446,images/2415852.jpg,1,1,0
447,images/2343664.jpg,1,1,0
448,images/2334825.jpg,1,1,0
449,images/2340316.jpg,1,1,0
450,images/713660.jpg,1,1,0
451,images/2342229.jpg,1,1,0
452,images/1591907.jpg,1,1,0
453,images/2320208.jpg,1,1,0
454,images/2386931.jpg,1,1,0
455,images/2407109.jpg,1,1,0
456,images/2328532.jpg,1,1,0
457,images/1592669.jpg,1,1,0
458,images/2413880.jpg,1,1,0
459,images/1592591.jpg,1,1,0
460,images/1592596.jpg,1,1,0
461,images/1592598.jpg,1,1,0
462,images/2315608.jpg,1,1,0
463,images/2385621.jpg,1,1,0
464,images/2366491.jpg,1,1,0
465,images/2384790.jpg,1,1,0
466,images/795.jpg,1,1,0
467,images/2366724.jpg,1,1,0
468,images/2390113.jpg,1,1,0
469,images/2401235.jpg,1,1,0
470,images/2407684.jpg,1,1,0
471,images/2314.jpg,1,1,0
472,images/2312.jpg,1,1,0
473,images/2313.jpg,1,1,0
474,images/2310.jpg,1,1,0
475,images/2311.jpg,1,1,0
476,images/2349214.jpg,1,1,0
477,images/2396590.jpg,1,1,0
478,images/2817.jpg,1,1,0
479,images/2369573.jpg,1,1,0
480,images/2365603.jpg,1,1,0
481,images/1159399.jpg,1,1,0
482,images/2359007.jpg,1,1,0
483,images/2395685.jpg,1,1,0
484,images/713461.jpg,1,1,0
485,images/2355117.jpg,1,1,0
486,images/1572.jpg,1,1,0
487,images/2343040.jpg,1,1,0
488,images/2382631.jpg,1,1,0
489,images/2382636.jpg,1,1,0
490,images/2347963.jpg,1,1,0
491,images/2347967.jpg,1,1,0
492,images/2339492.jpg,1,1,0
493,images/2317604.jpg,1,1,0
494,images/2383272.jpg,1,1,0
495,images/285831.jpg,1,1,0
496,images/2403104.jpg,1,1,0
497,images/1592330.jpg,1,1,0
498,images/2369031.jpg,1,1,0
499,images/2367039.jpg,1,1,0
500,images/2387956.jpg,1,1,0
501,images/713176.jpg,1,1,0
502,images/2329918.jpg,1,1,0
503,images/2357967.jpg,1,1,0
504,images/1159675.jpg,1,1,0
505,images/764.jpg,1,1,0
506,images/2334675.jpg,1,1,0
507,images/2331000.jpg,1,1,0
508,images/2331002.jpg,1,1,0
509,images/2401334.jpg,1,1,0
510,images/4758.jpg,1,1,0
511,images/2320728.jpg,1,1,0
512,images/2364714.jpg,1,1,0
513,images/2365045.jpg,1,1,0
514,images/2410423.jpg,1,1,0
515,images/2387164.jpg,1,1,0
516,images/2387160.jpg,1,1,0
517,images/2337516.jpg,1,1,0
518,images/2358473.jpg,1,1,0
519,images/802.jpg,1,1,0
520,images/800.jpg,1,1,0
521,images/805.jpg,1,1,0
522,images/1772.jpg,1,1,0
523,images/752.jpg,1,1,0
524,images/2401752.jpg,1,1,0
525,images/2347187.jpg,1,1,0
526,images/2417740.jpg,1,1,0
527,images/2334659.jpg,1,1,0
528,images/2364052.jpg,1,1,0
529,images/2414215.jpg,1,1,0
530,images/2396959.jpg,1,1,0
531,images/2333663.jpg,1,1,0
532,images/2345694.jpg,1,1,0
533,images/2390443.jpg,1,1,0
534,images/2390447.jpg,1,1,0
535,images/2398275.jpg,1,1,0
536,images/2346913.jpg,1,1,0
537,images/2385703.jpg,1,1,0
538,images/2383459.jpg,1,1,0
539,images/2396139.jpg,1,1,0
540,images/2396138.jpg,1,1,0
541,images/2396132.jpg,1,1,0
542,images/2358277.jpg,1,1,0
543,images/2357386.jpg,1,1,0
544,images/2385851.jpg,1,1,0
545,images/2374675.jpg,1,1,0
546,images/2385277.jpg,1,1,0
547,images/2404345.jpg,1,1,0
548,images/2318258.jpg,1,1,0
549,images/1592162.jpg,1,1,0
550,images/2401481.jpg,1,1,0
551,images/2380738.jpg,1,1,0
552,images/1159560.jpg,1,1,0
553,images/2405908.jpg,1,1,0
554,images/2391737.jpg,1,1,0
555,images/2388700.jpg,1,1,0
556,images/2336028.jpg,1,1,0
557,images/2378577.jpg,1,1,0
558,images/2383550.jpg,1,1,0
559,images/2415504.jpg,1,1,0
560,images/2415505.jpg,1,1,0
561,images/2364529.jpg,1,1,0
562,images/2364525.jpg,1,1,0
563,images/2378180.jpg,1,1,0
564,images/2317377.jpg,1,1,0
565,images/2315512.jpg,1,1,0
566,images/2389758.jpg,1,1,0
567,images/2329711.jpg,1,1,0
568,images/2414438.jpg,1,1,0
569,images/2411974.jpg,1,1,0
570,images/2401655.jpg,1,1,0
571,images/2322804.jpg,1,1,0
572,images/2324402.jpg,1,1,0
573,images/2347882.jpg,1,1,0
574,images/2349958.jpg,1,1,0
575,images/2346281.jpg,1,1,0
576,images/2346288.jpg,1,1,0
577,images/2350267.jpg,1,1,0
578,images/2342726.jpg,1,1,0
579,images/2343556.jpg,1,1,0
580,images/2357401.jpg,1,1,0
581,images/2349098.jpg,1,1,0
582,images/1159557.jpg,1,1,0
583,images/1159556.jpg,1,1,0
584,images/2368883.jpg,1,1,0
585,images/2332811.jpg,1,1,0
586,images/3071.jpg,1,1,0
587,images/3075.jpg,1,1,0
588,images/2410786.jpg,1,1,0
589,images/2356990.jpg,1,1,0
590,images/713371.jpg,1,1,0
591,images/713370.jpg,1,1,0
592,images/713375.jpg,1,1,0
593,images/713348.jpg,1,1,0
594,images/2397459.jpg,1,1,0
595,images/2397453.jpg,1,1,0
596,images/713594.jpg,1,1,0
597,images/713598.jpg,1,1,0
598,images/2350102.jpg,1,1,0
599,images/2319418.jpg,1,1,0
600,images/2334326.jpg,1,1,0
601,images/3676.jpg,1,1,0
602,images/2375719.jpg,1,1,0
603,images/2365940.jpg,1,1,0
604,images/2336877.jpg,1,1,0
605,images/2389855.jpg,1,1,0
606,images/2323864.jpg,1,1,0
607,images/2414916.jpg,1,1,0
608,images/2402381.jpg,1,1,0
609,images/2360816.jpg,1,1,0
610,images/2412033.jpg,1,1,0
611,images/2386224.jpg,1,1,0
612,images/2386221.jpg,1,1,0
613,images/2403388.jpg,1,1,0
614,images/2402032.jpg,1,1,0
615,images/1593069.jpg,1,1,0
616,images/150311.jpg,1,1,0
617,images/2389439.jpg,1,1,0
618,images/2399601.jpg,1,1,0
619,images/2403813.jpg,1,1,0
620,images/2395411.jpg,1,1,0
621,images/2327884.jpg,1,1,0
622,images/2395609.jpg,1,1,0
623,images/2417223.jpg,1,1,0
624,images/1593257.jpg,1,1,0
625,images/2355194.jpg,1,1,0
626,images/2316679.jpg,1,1,0
627,images/1593250.jpg,1,1,0
628,images/2367860.jpg,1,1,0
629,images/2389543.jpg,1,1,0
630,images/2416011.jpg,1,1,0
631,images/2315372.jpg,1,1,0
632,images/2345839.jpg,1,1,0
633,images/107949.jpg,1,1,0
634,images/2416902.jpg,1,1,0
635,images/2317998.jpg,1,1,0
636,images/2317996.jpg,1,1,0
637,images/2317997.jpg,1,1,0
638,images/2373083.jpg,1,1,0
639,images/2319737.jpg,1,1,0
640,images/2343291.jpg,1,1,0
641,images/2359575.jpg,1,1,0
642,images/2348024.jpg,1,1,0
643,images/2344917.jpg,1,1,0
644,images/2398100.jpg,1,1,0
645,images/2334907.jpg,1,1,0
646,images/2358555.jpg,1,1,0
647,images/2393744.jpg,1,1,0
648,images/2558.jpg,1,1,0
649,images/2390178.jpg,1,1,0
650,images/2364673.jpg,1,1,0
651,images/2878.jpg,1,1,0
652,images/2412485.jpg,1,1,0
653,images/2331629.jpg,1,1,0
654,images/2335287.jpg,1,1,0
655,images/2321012.jpg,1,1,0
656,images/2374347.jpg,1,1,0
657,images/2321019.jpg,1,1,0
658,images/2407062.jpg,1,1,0
659,images/2400282.jpg,1,1,0
660,images/2407068.jpg,1,1,0
661,images/1592497.jpg,1,1,0
662,images/1592491.jpg,1,1,0
663,images/1592490.jpg,1,1,0
664,images/2366600.jpg,1,1,0
665,images/2373409.jpg,1,1,0
666,images/2371589.jpg,1,1,0
667,images/2401573.jpg,1,1,0
668,images/2353501.jpg,1,1,0
669,images/2414748.jpg,1,1,0
670,images/498000.jpg,1,1,0
671,images/2416678.jpg,1,1,0
672,images/2398147.jpg,1,1,0
673,images/2352549.jpg,1,1,0
674,images/2362515.jpg,1,1,0
675,images/2368614.jpg,1,1,0
676,images/2411662.jpg,1,1,0
677,images/2341558.jpg,1,1,0
678,images/713700.jpg,1,1,0
679,images/2838.jpg,1,1,0
680,images/2833.jpg,1,1,0
681,images/2831.jpg,1,1,0
682,images/1433.jpg,1,1,0
683,images/2395477.jpg,1,1,0
684,images/2389667.jpg,1,1,0
685,images/2358142.jpg,1,1,0
686,images/2323048.jpg,1,1,0
687,images/2350794.jpg,1,1,0
688,images/2392260.jpg,1,1,0
689,images/2382174.jpg,1,1,0
690,images/2357301.jpg,1,1,0
691,images/2388370.jpg,1,1,0
692,images/2397726.jpg,1,1,0
693,images/2352932.jpg,1,1,0
694,images/2379140.jpg,1,1,0
695,images/2384630.jpg,1,1,0
696,images/2339602.jpg,1,1,0
697,images/2066.jpg,1,1,0
698,images/2373320.jpg,1,1,0
699,images/2369178.jpg,1,1,0
700,images/2319509.jpg,1,1,0
701,images/2389854.jpg,1,1,0
702,images/2335977.jpg,1,1,0
703,images/1159790.jpg,1,1,0
704,images/1159798.jpg,1,1,0
705,images/2391182.jpg,1,1,0
706,images/2345154.jpg,1,1,0
707,images/2332473.jpg,1,1,0
708,images/2360446.jpg,1,1,0
709,images/2319429.jpg,1,1,0
710,images/2363329.jpg,1,1,0
711,images/2329375.jpg,1,1,0
712,images/2357879.jpg,1,1,0
713,images/2374854.jpg,1,1,0
714,images/2417253.jpg,1,1,0
715,images/2406980.jpg,1,1,0
716,images/740.jpg,1,1,0
717,images/2330863.jpg,1,1,0
718,images/2331679.jpg,1,1,0
719,images/741.jpg,1,1,0
720,images/4482.jpg,1,1,0
721,images/4489.jpg,1,1,0
722,images/2365250.jpg,1,1,0
723,images/2363154.jpg,1,1,0
724,images/2363153.jpg,1,1,0
725,images/1637.jpg,1,1,0
726,images/1592288.jpg,1,1,0
727,images/1592287.jpg,1,1,0
728,images/2323681.jpg,1,1,0
729,images/2402895.jpg,1,1,0
730,images/2370930.jpg,1,1,0
731,images/2372263.jpg,1,1,0
732,images/2315705.jpg,1,1,0
733,images/340.jpg,1,1,0
734,images/342.jpg,1,1,0
735,images/2359600.jpg,1,1,0
736,images/2415829.jpg,1,1,0
737,images/2268.jpg,1,1,0
738,images/2262.jpg,1,1,0
739,images/2266.jpg,1,1,0
740,images/2265.jpg,1,1,0
741,images/2364641.jpg,1,1,0
742,images/2390403.jpg,1,1,0
743,images/2344773.jpg,1,1,0
744,images/2416424.jpg,1,1,0
745,images/2416425.jpg,1,1,0
746,images/2315824.jpg,1,1,0
747,images/2365112.jpg,1,1,0
748,images/2352665.jpg,1,1,0
749,images/2341338.jpg,1,1,0
750,images/2318125.jpg,1,1,0
751,images/2400402.jpg,1,1,0
752,images/2342962.jpg,1,1,0
753,images/2343869.jpg,1,1,0
754,images/2357408.jpg,1,1,0
755,images/2346069.jpg,1,1,0
756,images/2337639.jpg,1,1,0
757,images/61520.jpg,1,1,0
758,images/2373828.jpg,1,1,0
759,images/2373827.jpg,1,1,0
760,images/2382704.jpg,1,1,0
761,images/2387558.jpg,1,1,0
762,images/2359912.jpg,1,1,0
763,images/713092.jpg,1,1,0
764,images/1160206.jpg,1,1,0
765,images/2385043.jpg,1,1,0
766,images/2343421.jpg,1,1,0
767,images/2372465.jpg,1,1,0
768,images/2375896.jpg,1,1,0
769,images/1592959.jpg,1,1,0
770,images/1592957.jpg,1,1,0
771,images/2406554.jpg,1,1,0
772,images/2337996.jpg,1,1,0
773,images/1159932.jpg,1,1,0
774,images/2401026.jpg,1,1,0
775,images/2317239.jpg,1,1,0
776,images/2364409.jpg,1,1,0
777,images/2316182.jpg,1,1,0
778,images/2399023.jpg,1,1,0
779,images/2359561.jpg,1,1,0
780,images/2400048.jpg,1,1,0
781,images/2379732.jpg,1,1,0
782,images/2363298.jpg,1,1,0
783,images/2407405.jpg,1,1,0
784,images/2320819.jpg,1,1,0
